id,comp1,comp4,semantic_prac1,semantic1_timer_First Click,semantic1_timer_Last Click,semantic1_timer_Page Submit,semantic1_timer_Click Count,Q796_First Click,Q796_Last Click,Q796_Page Submit,Q796_Click Count,phono_pract1,phono1_timer_First Click,phono1_timer_Last Click,phono1_timer_Page Submit,phono1_timer_Click Count,Q797_First Click,Q797_Last Click,Q797_Page Submit,Q797_Click Count,conj_prac1,conj1_timer_First Click,conj1_timer_Last Click,conj1_timer_Page Submit,conj1_timer_Click Count,Q801_First Click,Q801_Last Click,Q801_Page Submit,Q801_Click Count,disj_pract1,distjunct_timer_First Click,distjunct_timer_Last Click,distjunct_timer_Page Submit,distjunct_timer_Click Count,Q800_First Click,Q800_Last Click,Q800_Page Submit,Q800_Click Count,semantic_pract2,Q679_First Click,Q679_Last Click,Q679_Page Submit,Q679_Click Count,Q803_First Click,Q803_Last Click,Q803_Page Submit,Q803_Click Count,phono_pract2,Q683_First Click,Q683_Last Click,Q683_Page Submit,Q683_Click Count,Q805_First Click,Q805_Last Click,Q805_Page Submit,Q805_Click Count,conj_prac2,Q691_First Click,Q691_Last Click,Q691_Page Submit,Q691_Click Count,Q811_First Click,Q811_Last Click,Q811_Page Submit,Q811_Click Count,disj_prac2,Q687_First Click,Q687_Last Click,Q687_Page Submit,Q687_Click Count,Q807_First Click,Q807_Last Click,Q807_Page Submit,Q807_Click Count,semantic_pract3,Q696_First Click,Q696_Last Click,Q696_Page Submit,Q696_Click Count,Q812_First Click,Q812_Last Click,Q812_Page Submit,Q812_Click Count,phono_pract3,Q700_First Click,Q700_Last Click,Q700_Page Submit,Q700_Click Count,Q814_First Click,Q814_Last Click,Q814_Page Submit,Q814_Click Count,conj_prac3,Q708_First Click,Q708_Last Click,Q708_Page Submit,Q708_Click Count,Q818_First Click,Q818_Last Click,Q818_Page Submit,Q818_Click Count,disj_prac3,Q704_First Click,Q704_Last Click,Q704_Page Submit,Q704_Click Count,Q816_First Click,Q816_Last Click,Q816_Page Submit,Q816_Click Count,semantic_prac4,Q713_First Click,Q713_Last Click,Q713_Page Submit,Q713_Click Count,Q820_First Click,Q820_Last Click,Q820_Page Submit,Q820_Click Count,phono_pract4,Q717_First Click,Q717_Last Click,Q717_Page Submit,Q717_Click Count,Q822_First Click,Q822_Last Click,Q822_Page Submit,Q822_Click Count,conj_prac4,Q725_First Click,Q725_Last Click,Q725_Page Submit,Q725_Click Count,Q826_First Click,Q826_Last Click,Q826_Page Submit,Q826_Click Count,disj_prac4,Q721_First Click,Q721_Last Click,Q721_Page Submit,Q721_Click Count,Q824_First Click,Q824_Last Click,Q824_Page Submit,Q824_Click Count,age,gender,gender_5_TEXT,race,race_6_TEXT,spanish,english,fluent-languages,dyslexia,fb,Q866,id,semantic_1,semantic_2,semantic_3,semantic_4,semantic_5,semantic_6,semantic_7,semantic_8,phono_1,phono_2,phono_3,phono_4,phono_5,phono_6,phono_7,phono_8,disj_1,disj_2,disj_3,disj_4,disj_5,disj_6,disj_7,disj_8,conj_1,conj_2,conj_3,conj_4,conj_5,conj_6,conj_7,conj_8
R_1vsF01BVyHEdGSt,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",1.017,1.017,60.008,1,1.43,37.916,60.007,8,"yellow,yonder,yes",0.773,0.773,60.068,1,1.699,1.699,60.129,1,"eyeliner,eyeshadow",2.158,2.158,60.053,1,1.18,1.18,60.014,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.449,1.449,60.171,1,1.257,1.257,61.349,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Male,,White,,No,Yes,N/A,No,No,No,45642,,,,,"1762461727390,chair,1762461730991,table,1762461732367,house,1762461734094,window,1762461735462,phone,1762461736662,computer,1762461738769,teacher,1762461740426,student,1762461743107,desk,1762461746586,app,1762461750362,google,1762461753773,wall,1762461759488,ceiling,1762461763455,pants,1762461764887,shirt,1762461765776,sweatshirt,1762461767495,hair,1762461769428,eyes,1762461770384,nose,1762461771405,mouth,1762461773014,ears,1762461774277,leg,1762461777718,arm,1762461779212,foot,1762461780389,shoe,1762461781247,sock,1762461782019,knee,1762461784389,finger,1762461786621","1762461789614,hammer,1762461793120,screw,1762461794847,screwdriver,1762461797561,nail,1762461804626,drill,1762461806020,jackhammer,1762461808156,computer,1762461823497",,,,,,,"1762461862935,night,1762461865170,no,1762461866491,noun,1762461867778,name,1762461869536,near,1762461875316,now,1762461880649","1762461925086,after,1762461927672,and,1762461931321,allow,1762461933905,audit,1762461937857,abbreviate,1762461942258,apple,1762461950249,android,1762461952942,app,1762461959687,all,1762461962852,allow,1762461964582,away,1762461971705,aware,1762461973116,at,1762461976568,atheisr,1762461980495,able,1762461984623",,,,,,,"1762462204230,Foc,1762462206995,fox,1762462208723,cat,1762462211737,dog,1762462213614,sheep,1762462214940,horse,1762462216089,pig,1762462217141,cow,1762462217869,fate,1762462220115,fart\,1762462221239,fast,1762462223088,falter,1762462225668,hippo,1762462228457,giraffe,1762462230430,zebra,1762462232655,lion,1762462234753,tiger,1762462236204,fair,1762462258247,fold,1762462263195","1762462266482,pig,1762462270100,purple,1762462271796,paint,1762462276057,pair,1762462277243,plate,1762462279704,palete,1762462281092,pat,1762462292754,part,1762462293982,pale,1762462295608,pole,1762462298025,pile,1762462299294,puke,1762462304098,pine,1762462307363,pinecone,1762462309216,pan,1762462317599",,,,,,,"1762462067322,shirt,1762462070272,sweatshirt,1762462072865,shoe,1762462074487,sock,1762462076019,scarf,1762462078341","1762462130502,beer,1762462134111,burger,1762462136144,barbecur,1762462140784,boneless wing,1762462156911,bacon,1762462165541",,
R_7p5tlknYoVi6Bnk,TRUE,FALSE,"thriller,horror,action,comedy",4.827,4.827,60.106,1,2.767,2.767,60.006,1,"yellow,yonder,yes",1.769,1.769,60.006,1,3.087,3.087,60.005,1,"eyeliner,eyeshadow",1.8,1.8,60.005,1,1.651,1.651,60.006,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",2.018,2.018,60.106,1,1.665,1.665,60.007,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Female,,White,,No,Yes,none,No,no,n/a,45598,"1762463640175,shirt,1762463648833,hat,1762463650277,socks,1762463651820,sweater,1762463653452,hoodie,1762463655039,bra,1762463659413,underwear,1762463661162,boxers,1762463663561,briefs,1762463665276,bathing suit ,1762463672943,leotard,1762463674455,tutu,1762463675749,tank top,1762463685981,t shirt,1762463690000,button up,1762463696170,dress,1762463697037,skirt,1762463697866,pantsuit,1762463700138","1762463703564,pickles,1762463707719,potpie,1762463710091,fruitcake,1762463716208,pastry,1762463722156,bagel,1762463723108,banana,1762463724031,strawberry,1762463727663,blueberry,1762463729295,raspberry,1762463730986,pineapple,1762463734223,apple,1762463735032,pear,1762463735587,peach,1762463738120,nectarine,1762463740163,cucumber,1762463744245,corn,1762463745915,cheese,1762463746947,tacos,1762463749686,popcorn,1762463751756,chips,1762463754047,tortilla ,1762463757407,salad,1762463758616,tomatoes,1762463760167,lettucfe,1762463762664",,,,,,,"1762463777609,field ,1762463784721,front,1762463786404,forward,1762463788134,fan,1762463788847,flex,1762463791519,fault ,1762463797016,fit,1762463797957,fabulous,1762463804018,fantastic,1762463805915,fun,1762463809132,freak,1762463810993,flick,1762463812939,flat,1762463815510,flub,1762463819985,fringe,1762463825292,flint,1762463828380,frost,1762463832788,frisbee,1762463837259","1762463859811,pineapple ,1762463867568,please,1762463871855,parched,1762463873890,plant,1762463876391,purpose,1762463879400,puke ,1762463884114,past,1762463889619,peer,1762463890902,perch,1762463892604,pluck,1762463894114,pastor ,1762463895954,pinch ,1762463900406,porche ,1762463904599,plinko,1762463912614,plaster,1762463915953,plume ,1762463919521",,,,,,,"1762464109995,couch,1762464116605,nose,1762464119095,nice,1762464120477,nectar,1762464122455,chair ,1762464129210,necessary,1762464131752,need,1762464132967,ottoman,1762464138311,footstool ,1762464140932,bed,1762464145519,lamp ,1762464151084,rug,1762464153280,napkin,1762464158399,nap,1762464161149,nightlamp,1762464163739,nightlight,1762464165702,night,1762464167538,neigh,1762464169712","1762464172520,amber,1762464176718,chest,1762464179371,arm,1762464180009,axol,1762464183232,abdomon,1762464186570,ant,1762464189012,hand,1762464191254,finger,1762464192055,toe,1762464192738,ankle,1762464194081,anus,1762464195481,aorta,1762464198068,arm,1762464199996,knee cap\,1762464204143,elbow,1762464208295,back,1762464211282,toe,1762464212814,shin,1762464217410,quad,1762464220406,tricep,1762464222803,nose,1762464224981,eye,1762464225833,ear,1762464226574,mouth,1762464229605,butt,1762464231859",,,,,,,"1762463937050,jaw harp,1762463991528","1762463999930,hammer,1762464002608,hand saw,1762464011914,helper,1762464017112,handyman,1762464022308,handheld screwdriver,1762464029429,hairdryer,1762464044605,horn,1762464050923,hacking knife ,1762464055859",,,,,,
R_3XdrgtR31r30bbH,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",1.417,1.417,60.008,1,1.329,45.945,60.059,10,"yellow,yonder,yes",0.988,1.404,60.008,2,1.064,1.064,60.008,1,"eyeliner,eyeshadow",1.38,1.38,60.008,1,1.138,1.138,60.008,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.386,1.386,60.007,1,1.289,51.954,60.009,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Female,,White,,No,Yes,no,No,No,No,45075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6HJFEat1J9FPQSl,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",6.723,6.723,60.006,1,1.699,1.699,60.005,1,"yellow,yonder,yes",1.855,1.855,60.005,1,1.556,1.556,60.007,1,"eyeliner,eyeshadow",1.797,1.797,60.007,1,14.184,14.651,60.106,2,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.776,1.776,60.005,1,1.992,1.992,60.005,1,18,Male,,White,,No,Yes,none,No,no,no,45851,,,,,,,"1762466414720,dog,1762466423562,cat,1762466427329,kitty,1762466433299,pug,1762466440632,wolf,1762466461997,donkey,1762466467330","1762466477608,stuff animal,1762466492218,lego,1762466497363,dino pups,1762466505204",,,,,,,"1762466550666,joker,1762466561052,junk,1762466563545,job,1762466565592,jurt,1762466572487","1762466628542,herb,1762466632867,hobby,1762466634754,hogaie,1762466642698,happy,1762466671528",,,,,,,"1762466942655,sap,1762466945803,soup,1762466947539,suck,1762466948927,sheep,1762466951781,shirt,1762466954440,jeans,1762466956070","1762467035866,boys,1762467046766,bag,1762467047749,bird,1762467049014,burger,1762467050753,shakes,1762467053851,fries,1762467055286,steak,1762467057432",,,,,,,"1762466759745,couch,1762466767426,chair,1762466769863,table,1762466774017,nice,1762466776260,nappy,1762466781213,nap,1762466783631","1762466823252,abs,1762466839479,are,1762466840726,alien,1762466843879,legs,1762466846609,back,1762466848184,neck,1762466849767,feet,1762466852284"
R_6Tb9A2YmZOHnVUB,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",7.228,37.628,60.147,4,3.348,56.747,60.108,3,"yellow,yonder,yes",4.414,4.414,60.007,1,5.731,5.731,60.006,1,"eyeliner,eyeshadow",3.227,3.227,62.306,1,4.157,46.295,60.011,4,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",6.513,6.513,60.115,1,3.267,3.267,60.009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Female,,Black or African American,,No,No,Soninke,No,no,no,45373,,,"1762471342329,BED,1762471383543,Chair,1762471389966,Table,1762471392964,dresser,1762471396356","1762471404943,legs,1762471411204,arm,1762471412929,knee,1762471422053,ears,1762471424687,nose,1762471426681,neck,1762471433650,stomach,1762471436198,butt,1762471448730,chest,1762471454053,shoulder,1762471458666",,,,,,,"1762471551278,Sauce,1762471565753,secret,1762471569031,still,1762471573422,sorry,1762471580991,syracuse,1762471595472,say,1762471599390,speaking,1762471609130","1762471615325,Best,1762471624418,Borrow,1762471627441,Blue,1762471632139,blessing,1762471635294,bored,1762471637553,backwards,1762471641472,bending,1762471643771,belonging,1762471646810,building,1762471649222,bonding,1762471651732,bed,1762471657066,big,1762471664528,black,1762471674110",,,,,,,"1762471851811,Junior,1762471868543,joking,1762471870427,jumping,1762471874128,piano,1762471886423,guitar,1762471888394,violen,1762471892856,microphone,1762471899179,tube,1762471904906","1762471914154,hot,1762471923913,hitting,1762471930336,happy,1762471937232,honor,1762471946191,happen,1762471966402",,,,,,,"1762471696901,fox,1762471706001,frog,1762471708972,firefly,1762471732112,fish,1762471739607","1762471761070,playdoh,1762471769347,pole,1762471780255,play stick,1762471786857,paper,1762471808723,pencil,1762471810685",,,,
R_1rUSG0RnnMRCVDH,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",6.537,39.541,60.197,2,1.936,1.936,60.108,1,"yellow,yonder,yes",1.412,1.412,60.15,1,0.978,35.718,61.607,2,"eyeliner,eyeshadow",1.936,28.806,60.017,4,12.144,12.144,60.679,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",0.884,41.178,60.027,2,1.2,12.156,60.18,4,21,Male,,Other,Latino,Yes,Yes,Spanish,No,No,The study seem straightforward just list as many words you can think of with the letters you are given.,46133,,,,,,,,,,,,,,,,,,,,,,,"1762529291201,shirt, shorts, socks, scarfs, sandals,1762529323132",,,,,,,,,
R_1kq8i2sZqh2HVn5,TRUE,FALSE,"thriller,horror,action,comedy",3.581,3.581,60.02,1,4.73,4.73,60.006,1,"yellow,yonder,yes",2.32,2.32,60.013,1,1.277,1.277,60.119,1,"eyeliner,eyeshadow",1.169,25.6,60.013,2,1.545,1.545,60.114,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",5.347,5.347,60.109,1,1.98,1.98,60.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Female,,"White,Asian",,No,Yes,manderin,No,no,no,45884,"1762531220490,shirt,1762531231534,skirt,1762531232879,pants,1762531233977,hat,1762531234688,scarf,1762531236055,glove,1762531238015,show,1762531239320,socks,1762531240408,legwarmers,1762531243027,sleeves,1762531244509,jeans,1762531246405,cardigan,1762531250310,sweater,1762531251692,jacket,1762531252820,puffer,1762531255891,robe,1762531260589,parka,1762531261832,hoodie,1762531271989,sweatshirt,1762531274000,shorts,1762531275385","1762531376958,chicken,1762531383937,beef,1762531385940,taco,1762531387257,rice,1762531388300,spring roll,1762531392032,noodles,1762531395117,pasta,1762531396242,pizza,1762531397616,garlic,1762531398896,salad,1762531400169,tomatoe,1762531405339,cucumber,1762531409341,gyro,1762531411145,avocado,1762531413890,yogurt,1762531415140,blueberry,1762531417569,cearl,1762531418837,strawberry,1762531427706,pineapple,1762531430535,cookie,1762531431633,bagel,1762531432778,bread,1762531434161,turkey,1762531436751",,,,,,,"1762531444493,fat,1762531449917,forty,1762531451547,fashion,1762531453446,faucet,1762531455515,faulty,1762531457083,fear,1762531458279,fan,1762531459267,fandom,1762531460520,faculty,1762531461993,four,1762531463504,ford,1762531466096,felt,1762531468053,fell,1762531469523,felon,1762531473420,ferret,1762531475962,fade,1762531480556,fawn,1762531492023","1762531506775,past,1762531510871,present,1762531513055,pea,1762531514722,preach,1762531520490,pelican,1762531522897,pen,1762531524184,paddle,1762531526884,pad,1762531528359,pal,1762531531067,pale,1762531533644,pat,1762531535991,patter,1762531538493,page,1762531541646,pan,1762531547603,pane,1762531550501,pleasure,1762531559331,pleasable,1762531561338,plantiff,1762531563554,plea,1762531565155",,,,,,,"1762531744154,nap,1762531750263,near,1762531751141,chair,1762531752013,sofa,1762531753059,bed,1762531754697,desk,1762531755907,bedframe,1762531757698,counter,1762531759562,cabinet,1762531761279,need,1762531763680,nestle,1762531766077,nearby,1762531767567,nasty,1762531778094,stool,1762531781117,barstool,1762531783726,seat,1762531786503,rug,1762531789275,dresser,1762531793097,neck,1762531799242,neel,1762531803117","1762531806618,ear,1762531809757,eye,1762531811385,hair,1762531812655,neck,1762531813849,shoulder,1762531815299,chest,1762531817006,arm,1762531817748,leg,1762531818650,knee,1762531819925,elbow,1762531821665,food,1762531823150,ankle,1762531827442,toe,1762531828268,finger,1762531829537,thumb,1762531830955,wrist,1762531831966,stomach,1762531833342,belly button,1762531835927,angle,1762531837257,air,1762531837895,apple,1762531838959,answer,1762531841356,allow,1762531842386,allot,1762531844244,ant,1762531848573,anteater,1762531850798,app,1762531859316,apply,1762531861789,appear,1762531863435,ash,1762531865153",,,,,,,"1762531576822,jingle bells,1762531606132,jackhorn,1762531625291","1762531649766,handsaw,1762531659090,hackchain,1762531661259,handle,1762531664477,hairbrush,1762531667966,hammer,1762531689896",,,,,,
R_7zpapc01ARcKkcF,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",2.841,2.841,60.11,1,0.698,0.698,60.009,1,"yellow,yonder,yes",1.172,1.172,60.01,1,2.489,2.489,60.01,1,"eyeliner,eyeshadow",1.028,1.028,60.01,1,1.514,1.514,60.009,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.24,1.24,60.012,1,14.269,14.269,60.109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Female,,White,,No,Yes,Spanish,No,No,N/A,45889,,,,,"1762533602515,Piano,1762533607569,Tuba,1762533610201,Clarinet,1762533614549,Voice,1762533615882,Chimes,1762533621600,Pipe,1762533623801,Piccolo,1762533625934,Violin,1762533631125,Viola,1762533632617,Keyboard,1762533653350","1762533664492,Hammer,1762533669853,Wrench,1762533673128,Ratchet,1762533675577,Hacksaw,1762533680167,Hexkey,1762533683974,Nut driver,1762533686667,Screw,1762533689608,Washer,1762533692187,Flat washer,1762533695254,Split washer,1762533700467,Scythe,1762533720735",,,,,,,"1762533756270,No,1762533760215,Not,1762533760953,Nothiung,1762533763152,Nice,1762533769768,Nag,1762533776031,Null,1762533778139,Normal,1762533780720,Nomenclature,1762533785343,Near,1762533791470,Negative,1762533795341,Nest,1762533798536,Negativity,1762533803894,New,1762533805972,Nuts,1762533808900","1762533818887,Apple,1762533822901,And,1762533824654,Ant,1762533826737,Anteater,1762533832389,Alleyway,1762533837302,Allow,1762533838606,Antagonist,1762533844377,Allen key,1762533848346,Albeit,1762533857321,Aformentioned,1762533863599,Axel,1762533867213,Aviation,1762533873961,Asking,1762533877338",,,,,,,"1762534080771,Funeral,1762534084871,Fake,1762534086456,Funnell,1762534091499,Fumes,1762534094076,Flamingo,1762534097266,Parrot,1762534099492,Dog,1762534102624,Cat,1762534103930,Mouse,1762534107510,Rat,1762534109424,Guinea pig,1762534114713,Snake,1762534117091,Flute,1762534120107,Fluoxetine,1762534124681,Flowers,1762534127537,Dingo,1762534131663,Capybara,1762534135886","1762534142612,Penny,1762534161929,Pa;ace,1762534175025,Pancake,1762534181932,Xbox,1762534184077,Dreidel,1762534189887,Pooh,1762534194481,Period,1762534199813,Pole,1762534202522",,,,,,,"1762533923014,Shoes,1762533925954,Shirt,1762533935835,Shorts,1762533937272,Scarf,1762533949788,Shawl,1762533955144,Sneaker,1762533963855,Sock,1762533968488","1762533984747,Banana,1762533990541,Buger,1762533992206,Barbeque,1762533997109,Beans,1762534000271,Biscuit,1762534004477,Bruscetta,1762534009616,Butter,1762534011557,Bagel,1762534015943,Bacon,1762534018795,Beer,1762534041690",,
R_7Y6QIEfft3Jrubn,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",2.719,2.719,60.01,1,8.735,8.735,60.009,1,"yellow,yonder,yes",7.696,7.696,60.008,1,3.364,3.364,60.007,1,"eyeliner,eyeshadow",5.458,5.458,61.157,1,2.417,2.549,60.01,2,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.056,1.056,60.007,1,1.109,1.109,60.107,1,18,Female,,White,,No,Yes,portugese,No,no,n/a,45822,,,,,,,"1762533949730,zebra,1762533961009,lion,1762533964186,mice,1762533969418,mouse,1762533971250,rat,1762533972239,giraffe,1762533976660,squirel,1762533982912,dog,1762533987614,cat,1762533991617,monkey,1762533993036,kowala,1762533998492,snake,1762534000654,kanagroo,1762534005229","1762534012039,play dough,1762534022423,dolls,1762534024574,cars,1762534025808,trucks,1762534030475,doll house,1762534035764,legos,1762534040769,keyboard,1762534050565,blocks,1762534053869,magnets,1762534057299,shopkins,1762534061677,blind bags,1762534071263",,,,,,,"1762534098143,jade,1762534107681,jem,1762534108949,jack ,1762534117720,jump,1762534123461,jolt,1762534127809,joust,1762534130348,jean,1762534135878,joint,1762534137584,join,1762534138834","1762534160710,hello,1762534166233,help,1762534167682,here,1762534169604,house,1762534171019,home,1762534172404,hound,1762534175734,heist,1762534181790,hide,1762534185576,hind,1762534187018,hinder,1762534189071,haunted,1762534193458,heart,1762534196387,hear,1762534197840,heat,1762534203098,hart,1762534207564,hurt,1762534209258,heal,1762534216924,heels,1762534220310",,,,,,,"1762534430270,shirt,1762534434616,south,1762534435968,slide,1762534437994,sleeve,1762534440067,slick,1762534446689,slinder,1762534449004,slender,1762534451349,slacker,1762534455528,salad,1762534457030,seal,1762534458913,smile,1762534464339,sweet,1762534468207,sweat,1762534470588,sway,1762534475444,say,1762534477299,sack,1762534481473,sag,1762534482350,snag,1762534484332,snack,1762534486542,speak,1762534488511","1762534492333,book,1762534496394,boom,1762534498997,bread,1762534504831,beer,1762534506609,break,1762534510257,been,1762534514519,beak,1762534515657,bit,1762534521443,belittle,1762534529174,bunge,1762534532972,binge,1762534540990,bike,1762534542874,bake,1762534551111",,,,,,,,"1762534311407,arm ,1762534315936,armpit,1762534323799,ankle,1762534326881"
R_15RYtkVGkJJO68V,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",1.064,1.064,60.114,1,1.491,1.491,60.006,1,"yellow,yonder,yes",2.081,2.081,60.009,1,1.256,1.256,60.131,1,"eyeliner,eyeshadow",1.505,1.505,60.4,1,1.889,2.417,60.023,2,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.193,1.193,60.005,1,2.156,2.156,60.011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Male,,White,,No,Yes,None,No,No,None,45670,,,"1762536155435,chair,1762536157958,table,1762536160273,desk,1762536161698,dresser,1762536163476,chairs,1762536166123,chandelier,1762536169369,light,1762536171771,lamp,1762536172557,ottoman,1762536175605,bed,1762536182569,bedside table,1762536185888,pouf,1762536194552,coffee table,1762536200996","1762536218072,arm,1762536221614,leg,1762536223337,head,1762536224356,neck,1762536225653,torso,1762536227720,chest,1762536232440,penis,1762536234917,vagina,1762536236554,boobs,1762536241087,balls,1762536250261,eyes,1762536255685,heart,1762536257185,liver,1762536258924,kidney,1762536260015,intestine,1762536261561,brain,1762536264567",,,,,,,"1762536293432,snake,1762536296620,start,1762536298117,same,1762536299494,spam,1762536304059,sample,1762536310075,sort,1762536313582,sack,1762536314969,slap,1762536316138,sap,1762536319153,strut,1762536321115,stats,1762536322880,statistics,1762536324607,splat,1762536331358,spat,1762536333208,spit,1762536334669,skit,1762536337036,stamp,1762536338735,strat,1762536340419,strategy,1762536342730,slit,1762536349031","1762536355791,butt,1762536358267,boo,1762536359365,back,1762536360304,brass,1762536362297,blue,1762536364867,black,1762536367532,but,1762536369903,batt,1762536373785,bat,1762536374898,band,1762536383196,bands,1762536383996,back,1762536389722,backspace,1762536390955,backlash,1762536396363,banded,1762536400360,brother,1762536402200,blanch,1762536409756",,,,,,,"1762536585490,Jack,1762536589398,trumpet,1762536591434,jacket,1762536596235,drums,1762536599147,electric guitar,1762536601422,keyboard,1762536603242,bongos,1762536605580,percussion,1762536611686,violin,1762536615552,viola,1762536616475,bass,1762536618702,saxophone,1762536630001,jam,1762536632827,jelly,1762536635316,jacking,1762536640608","1762536647729,Hat,1762536652335,hammer,1762536654985,screwdrive,1762536659063,screwdriver,1762536662466,drill,1762536671129,chisel,1762536673139,hippopotams,1762536683258,hacker,1762536686880,hack,1762536687551,happen,1762536700938,hallway,1762536704991,halls,1762536706841",,,,,,,"1762536433105,ferret,1762536459812,fox,1762536460712,falcon,1762536465141,finch,1762536469135,flamingo,1762536470499,fossa,1762536475595","1762536495976,paint,1762536519991,puzzle,1762536521110,play food,1762536522573,plastic,1762536527067,pie,1762536527823,pizza,1762536528655,plush,1762536537213,peggle,1762536540590,pong,1762536542697,pinball,1762536545224,panda,1762536551763,panther,1762536552714",,,,
